character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Jane Fairfax,0.949503,0.987034,0.982591,0.984062,0.943629,0.968613,0.974635,0.970668,0.976388,0.966978,0.952465,0.967926,0.942423,0.971307,0.910022,0.969828,0.976137,0.967789,0.98319,0.974391,0.956475,0.992922,0.895101,0.975231,0.97461,0.98679,0.932321,0.958369,0.990151,0.970937,0.909863,0.986775,0.902108,0.971993,0.967474,0.909754,0.967713,0.956838,0.965316,1.0,0.944287,0.968213,0.943257,0.978399,0.957656,0.934389,0.935569,0.959203,0.907628,0.945736,0.95668,0.975297,0.953139,0.880362,0.94581,0.979287,0.805878,0.971825,0.96042,0.979211,0.896067,0.942522,0.950088,0.908388,0.799204,0.962063,0.967352,0.941051,0.983463,0.985626,0.925398,0.962295,0.92705,0.966969,0.925074,0.96002,0.962081,0.954041,0.962622,0.962855,0.83986,0.983064,0.940333,0.957177,0.972543,0.768876,0.910368,0.740956,0.977734,0.911145,0.979481,0.904578,0.909392,0.97168,0.967993,0.950493,0.914975,0.657432,0.97797,0.925414,0.965974,0.971303,0.951837
John Dashwood,0.894911,0.951651,0.953811,0.926737,0.912896,0.92812,0.949968,0.93706,0.952876,0.944167,0.925546,0.936168,0.909109,0.933478,0.897489,0.952332,0.948961,0.943457,0.964033,0.953993,0.931253,0.951016,0.889556,0.956875,0.949112,0.940276,0.918507,0.932358,0.950775,0.947561,0.898879,0.941513,0.876085,0.946262,0.942966,0.87703,0.942336,0.932952,0.946273,0.944287,1.0,0.919349,0.918256,0.952338,0.938221,0.916248,0.91656,0.932662,0.912322,0.933248,0.903173,0.950508,0.93319,0.867828,0.929845,0.950681,0.77082,0.95148,0.938517,0.934826,0.865254,0.927648,0.941679,0.866096,0.805127,0.935734,0.949052,0.919669,0.941062,0.947013,0.911982,0.928068,0.8965,0.944639,0.897872,0.935764,0.947211,0.922563,0.939106,0.943027,0.809569,0.957985,0.912979,0.941803,0.954842,0.741073,0.893442,0.72234,0.938272,0.880002,0.942293,0.865649,0.874335,0.936785,0.951428,0.907373,0.87586,0.661402,0.942869,0.918157,0.945845,0.935384,0.940135
John Knightley,0.95811,0.970858,0.96268,0.975603,0.933649,0.95972,0.95851,0.953497,0.959787,0.949924,0.939662,0.952347,0.931609,0.969183,0.884965,0.950465,0.969019,0.961368,0.967565,0.954355,0.932062,0.971122,0.870541,0.956456,0.955802,0.962036,0.911252,0.958381,0.970952,0.961013,0.883117,0.972993,0.870712,0.954003,0.957055,0.895091,0.949692,0.942747,0.937761,0.968213,0.919349,1.0,0.928611,0.965155,0.94106,0.907451,0.916867,0.945871,0.887358,0.9171,0.962319,0.963408,0.94002,0.884772,0.9249,0.972273,0.794299,0.958515,0.938102,0.950816,0.896464,0.914163,0.931475,0.891412,0.799868,0.938391,0.944877,0.917296,0.963807,0.964769,0.913679,0.961907,0.898313,0.944403,0.907465,0.946044,0.938977,0.947188,0.944879,0.943085,0.859664,0.968916,0.917287,0.946179,0.954754,0.753345,0.892725,0.76196,0.968069,0.913791,0.953295,0.908989,0.866375,0.970194,0.945764,0.938814,0.898064,0.591805,0.969778,0.90076,0.939693,0.951099,0.929559
John Thorpe,0.914187,0.950777,0.954628,0.929401,0.923366,0.939364,0.950154,0.949533,0.966981,0.951626,0.94191,0.942262,0.91699,0.938041,0.91986,0.959542,0.942381,0.956962,0.953646,0.959619,0.928291,0.952273,0.882472,0.960645,0.95474,0.939975,0.931579,0.938754,0.953188,0.951947,0.881092,0.942787,0.872963,0.951989,0.958736,0.866099,0.962704,0.949611,0.945634,0.943257,0.918256,0.928611,1.0,0.94561,0.952848,0.926787,0.925681,0.944189,0.895319,0.914772,0.917456,0.942077,0.944611,0.885218,0.937482,0.950028,0.776123,0.959287,0.939414,0.934105,0.886353,0.933874,0.95,0.867857,0.826744,0.929801,0.951956,0.903879,0.953518,0.940361,0.916802,0.948966,0.882663,0.948733,0.888122,0.932425,0.934071,0.908219,0.937291,0.939167,0.847725,0.951596,0.925973,0.935578,0.953731,0.769682,0.904544,0.760881,0.940818,0.908109,0.942716,0.884394,0.888583,0.954465,0.953548,0.903028,0.896475,0.629858,0.938554,0.919221,0.937359,0.943957,0.935664
John Willoughby,0.955431,0.981242,0.978807,0.977939,0.946175,0.977762,0.969248,0.964335,0.973712,0.965038,0.954783,0.962269,0.953221,0.988091,0.915469,0.969204,0.989833,0.972646,0.994238,0.972872,0.947222,0.985232,0.912738,0.971802,0.971493,0.976249,0.937352,0.961887,0.983213,0.971857,0.903158,0.985981,0.903854,0.965083,0.972727,0.895928,0.966372,0.958257,0.964254,0.978399,0.952338,0.965155,0.94561,1.0,0.954927,0.92308,0.936158,0.957899,0.923266,0.940245,0.962908,0.988064,0.953239,0.910092,0.939183,0.991944,0.80621,0.964568,0.954971,0.967343,0.896587,0.940087,0.956705,0.899355,0.822835,0.945844,0.958242,0.931839,0.973283,0.973595,0.913749,0.964132,0.918655,0.958474,0.910716,0.957909,0.97488,0.974808,0.96096,0.955871,0.867242,0.991069,0.931758,0.952208,0.964036,0.775165,0.899964,0.759435,0.977719,0.914482,0.969173,0.924313,0.890329,0.976696,0.959415,0.941098,0.901749,0.62856,0.981389,0.916457,0.95743,0.969752,0.947221
Julia Bertram,0.924062,0.968302,0.965299,0.946688,0.929719,0.939085,0.962333,0.964629,0.975333,0.966634,0.944444,0.959905,0.929847,0.946337,0.925229,0.977231,0.953851,0.964914,0.966674,0.971498,0.939785,0.967216,0.896295,0.979772,0.968118,0.959841,0.931958,0.952166,0.967791,0.964101,0.908063,0.958193,0.883915,0.97116,0.96986,0.883885,0.967549,0.955594,0.95746,0.957656,0.938221,0.94106,0.952848,0.954927,1.0,0.945358,0.94328,0.956389,0.912328,0.932514,0.930267,0.957263,0.960919,0.889586,0.962308,0.961192,0.796773,0.979038,0.950851,0.948254,0.892861,0.941281,0.955107,0.884373,0.834037,0.954089,0.971247,0.916598,0.957376,0.960675,0.954084,0.957665,0.909358,0.964449,0.899663,0.946439,0.947615,0.917589,0.952381,0.960444,0.856735,0.962902,0.928777,0.947985,0.973005,0.771874,0.918508,0.744546,0.947474,0.912235,0.957284,0.890127,0.893936,0.96211,0.97164,0.920721,0.905281,0.635689,0.954792,0.949953,0.954829,0.948812,0.951884
Kitty Bennet,0.879886,0.941933,0.945751,0.914386,0.903468,0.902932,0.941612,0.944558,0.953529,0.955209,0.926496,0.941777,0.902974,0.908791,0.919908,0.948831,0.918341,0.938842,0.938459,0.958811,0.917149,0.939498,0.881459,0.953461,0.948165,0.93047,0.909996,0.920172,0.938701,0.945339,0.904662,0.923323,0.855599,0.94328,0.939534,0.85065,0.947881,0.92934,0.946093,0.934389,0.916248,0.907451,0.926787,0.92308,0.945358,1.0,0.908016,0.93138,0.891153,0.919447,0.897617,0.924977,0.945068,0.837444,0.934475,0.927727,0.754266,0.951216,0.93672,0.92469,0.861244,0.945403,0.939138,0.862177,0.806217,0.941196,0.944489,0.892926,0.940754,0.935681,0.911707,0.924851,0.881763,0.95445,0.87357,0.92076,0.93171,0.880553,0.936423,0.936196,0.804187,0.937471,0.904752,0.923668,0.95049,0.750615,0.906478,0.72197,0.921611,0.879523,0.93294,0.84784,0.877367,0.92777,0.954079,0.892519,0.893649,0.657508,0.929423,0.916033,0.944293,0.932827,0.931943
Lady Bertram,0.898319,0.937268,0.943388,0.925045,0.911522,0.930048,0.940124,0.938325,0.953127,0.94229,0.918604,0.935389,0.908449,0.926444,0.893845,0.959589,0.931671,0.943876,0.943739,0.947712,0.921733,0.944365,0.879495,0.964939,0.944017,0.935333,0.916041,0.927974,0.943774,0.94122,0.879405,0.934338,0.865002,0.954697,0.945053,0.862475,0.947839,0.923642,0.937223,0.935569,0.91656,0.916867,0.925681,0.936158,0.94328,0.908016,1.0,0.93149,0.880252,0.903947,0.904856,0.934547,0.935196,0.862366,0.938419,0.935746,0.774917,0.951252,0.924239,0.925502,0.867057,0.908119,0.930407,0.861251,0.787498,0.917791,0.943048,0.886387,0.935655,0.934578,0.915906,0.938148,0.863837,0.942342,0.87873,0.92011,0.924963,0.912789,0.929629,0.937798,0.832122,0.945797,0.917141,0.925246,0.954133,0.747941,0.900745,0.732056,0.92885,0.890068,0.930099,0.85412,0.861681,0.938762,0.956485,0.891063,0.883044,0.680539,0.935896,0.911588,0.931912,0.928927,0.95018
Lady Catherine de Bourgh,0.931547,0.968438,0.965118,0.951866,0.933262,0.945157,0.960558,0.96452,0.973314,0.964762,0.949144,0.96269,0.925357,0.953067,0.913637,0.965991,0.955304,0.966671,0.966275,0.96861,0.936868,0.966059,0.883964,0.971754,0.964598,0.95587,0.927377,0.958168,0.965276,0.965237,0.898026,0.959806,0.869813,0.963612,0.964703,0.877785,0.963628,0.959192,0.953543,0.959203,0.932662,0.945871,0.944189,0.957899,0.956389,0.93138,0.93149,1.0,0.893824,0.920513,0.938018,0.957051,0.955971,0.878486,0.945021,0.966208,0.805565,0.969307,0.943216,0.944302,0.906759,0.94515,0.947699,0.903208,0.825359,0.944754,0.962183,0.912349,0.951154,0.957797,0.923402,0.962665,0.900828,0.960021,0.903349,0.953535,0.938167,0.926403,0.953221,0.957224,0.855468,0.964327,0.91999,0.949384,0.96828,0.759968,0.907902,0.745067,0.958362,0.913121,0.94557,0.892873,0.875819,0.966749,0.961655,0.921941,0.913658,0.612451,0.959975,0.919183,0.950881,0.949462,0.941623
Lady Middleton,0.859949,0.912717,0.918976,0.891138,0.877134,0.893951,0.914506,0.903487,0.917355,0.907992,0.890437,0.8997,0.911735,0.909348,0.869473,0.916035,0.917052,0.914236,0.929925,0.916051,0.888534,0.915218,0.882808,0.917235,0.906717,0.90744,0.867158,0.899487,0.910036,0.90536,0.867565,0.905059,0.856616,0.898644,0.910848,0.842108,0.903367,0.897675,0.908687,0.907628,0.912322,0.887358,0.895319,0.923266,0.912328,0.891153,0.880252,0.893824,1.0,0.906514,0.879642,0.914562,0.906934,0.856364,0.888251,0.916219,0.725702,0.911002,0.907047,0.905358,0.840459,0.901661,0.9093,0.828418,0.823752,0.918653,0.906372,0.873496,0.914531,0.908261,0.883907,0.896529,0.864132,0.906276,0.839695,0.883424,0.92436,0.890735,0.902534,0.888611,0.794783,0.927179,0.873338,0.89147,0.91543,0.748522,0.869116,0.687879,0.897684,0.843984,0.916927,0.84995,0.856151,0.910233,0.918527,0.870281,0.840769,0.617506,0.906675,0.876404,0.902309,0.916318,0.886592
Lady Russell,0.893514,0.942957,0.963855,0.924909,0.921404,0.925095,0.957134,0.940376,0.94607,0.94195,0.925574,0.938385,0.905765,0.919997,0.888855,0.948465,0.933917,0.929541,0.951342,0.950188,0.941594,0.950331,0.888227,0.948012,0.948886,0.946681,0.906576,0.918014,0.947521,0.939796,0.894055,0.938993,0.906409,0.939107,0.936184,0.875115,0.9372,0.920271,0.94453,0.945736,0.933248,0.9171,0.914772,0.940245,0.932514,0.919447,0.903947,0.920513,0.906514,1.0,0.909356,0.94047,0.925858,0.861549,0.920648,0.939645,0.76761,0.944644,0.95986,0.943674,0.852121,0.924663,0.932721,0.876512,0.775374,0.936592,0.943886,0.938513,0.941901,0.948683,0.905314,0.915901,0.898138,0.942712,0.908284,0.927323,0.940609,0.905546,0.942839,0.936161,0.78894,0.944914,0.917258,0.929091,0.947747,0.749687,0.887458,0.734315,0.938531,0.874887,0.95175,0.860745,0.893378,0.9268,0.951589,0.926068,0.883109,0.673063,0.930378,0.915552,0.946481,0.957689,0.937839
Louisa Musgrove,0.960244,0.962802,0.959613,0.969555,0.9332,0.964516,0.95446,0.935361,0.946721,0.932593,0.944684,0.932078,0.932684,0.971865,0.867748,0.936765,0.96845,0.957003,0.959473,0.938278,0.921022,0.960683,0.859536,0.941296,0.938376,0.953768,0.90162,0.950995,0.958489,0.946706,0.870198,0.967733,0.883257,0.935695,0.952615,0.864899,0.935391,0.943266,0.921861,0.95668,0.903173,0.962319,0.917456,0.962908,0.930267,0.897617,0.904856,0.938018,0.879642,0.909356,1.0,0.958645,0.928431,0.884379,0.904797,0.967126,0.779343,0.941023,0.933806,0.943372,0.880532,0.906513,0.921368,0.87872,0.809542,0.923844,0.926646,0.911458,0.951455,0.950932,0.896162,0.954435,0.905021,0.920716,0.889176,0.936816,0.927776,0.943761,0.927197,0.921757,0.874393,0.961353,0.901633,0.936148,0.938494,0.759662,0.884204,0.745982,0.967007,0.902455,0.94068,0.911642,0.847214,0.959095,0.92542,0.941033,0.87559,0.567876,0.963447,0.875758,0.916023,0.952795,0.907773
Lucy Steele,0.951596,0.978934,0.977222,0.975428,0.946918,0.974333,0.96831,0.966452,0.97179,0.966181,0.949878,0.965341,0.945212,0.981946,0.909895,0.970035,0.989199,0.968825,0.991652,0.972189,0.947467,0.982775,0.919196,0.972466,0.97201,0.97467,0.939597,0.960411,0.9816,0.969569,0.910285,0.981891,0.902172,0.965622,0.972693,0.894172,0.965818,0.95514,0.96352,0.975297,0.950508,0.963408,0.942077,0.988064,0.957263,0.924977,0.934547,0.957051,0.914562,0.94047,0.958645,1.0,0.953788,0.911782,0.940736,0.988499,0.809355,0.965844,0.95328,0.964861,0.892823,0.937205,0.951055,0.899615,0.810367,0.943997,0.956854,0.92586,0.969814,0.970358,0.915787,0.965926,0.91554,0.95812,0.910488,0.96193,0.966776,0.973054,0.959648,0.957455,0.862154,0.987598,0.932085,0.956297,0.964769,0.774438,0.900421,0.754157,0.974252,0.916817,0.967391,0.942095,0.885695,0.971905,0.960628,0.937938,0.899536,0.629237,0.979396,0.918291,0.959197,0.964448,0.948058
Lydia Bennet,0.916041,0.961698,0.961096,0.944321,0.930799,0.942743,0.9616,0.96696,0.971622,0.973843,0.941946,0.963698,0.929802,0.9443,0.917785,0.965815,0.950948,0.960635,0.963562,0.974893,0.936465,0.961736,0.903966,0.973169,0.966253,0.951177,0.928442,0.949507,0.961208,0.963372,0.906782,0.953379,0.883126,0.96217,0.959989,0.882257,0.968824,0.949782,0.967149,0.953139,0.93319,0.94002,0.944611,0.953239,0.960919,0.945068,0.935196,0.955971,0.906934,0.925858,0.928431,0.953788,1.0,0.888684,0.947813,0.95634,0.782247,0.969566,0.946917,0.943696,0.88224,0.949529,0.95977,0.894484,0.824795,0.944163,0.95964,0.902832,0.953191,0.957904,0.922365,0.964435,0.899386,0.970496,0.907526,0.94151,0.945329,0.921095,0.959195,0.960863,0.84022,0.963286,0.930953,0.951905,0.969439,0.795698,0.924168,0.730205,0.943658,0.925737,0.95532,0.890501,0.879452,0.961368,0.962332,0.91241,0.902598,0.654039,0.953313,0.927573,0.963223,0.941167,0.953941
Margaret Dashwood,0.887549,0.891923,0.88981,0.889812,0.889777,0.901547,0.886219,0.883397,0.891552,0.884923,0.878962,0.885033,0.887035,0.914136,0.836341,0.892629,0.916913,0.902473,0.911667,0.886223,0.859622,0.896767,0.866288,0.891766,0.884939,0.888103,0.863514,0.892487,0.897435,0.881863,0.821089,0.901257,0.836909,0.880593,0.903064,0.818079,0.886849,0.88336,0.874138,0.880362,0.867828,0.884772,0.885218,0.910092,0.889586,0.837444,0.862366,0.878486,0.856364,0.861549,0.884379,0.911782,0.888684,1.0,0.860741,0.916526,0.730969,0.884895,0.881418,0.8804,0.830564,0.849977,0.882122,0.825206,0.792428,0.856214,0.867598,0.826608,0.882496,0.882828,0.842938,0.907536,0.834076,0.869514,0.820904,0.881251,0.88898,0.896702,0.875464,0.871191,0.817292,0.905509,0.846112,0.879255,0.878888,0.767003,0.825551,0.73115,0.891302,0.866821,0.887749,0.903737,0.815968,0.910568,0.869553,0.858143,0.811546,0.509712,0.893369,0.847666,0.864397,0.883765,0.860979
Maria Bertram,0.897744,0.954452,0.955304,0.930564,0.916371,0.925216,0.953748,0.956944,0.968794,0.96309,0.922526,0.954649,0.906599,0.92258,0.916379,0.969247,0.933826,0.948781,0.95294,0.965249,0.933084,0.954161,0.885926,0.973609,0.963873,0.944112,0.921385,0.935372,0.954687,0.953419,0.906877,0.940986,0.862771,0.968915,0.956366,0.872789,0.964694,0.942742,0.953288,0.94581,0.929845,0.9249,0.937482,0.939183,0.962308,0.934475,0.938419,0.945021,0.888251,0.920648,0.904797,0.940736,0.947813,0.860741,1.0,0.943939,0.786956,0.973379,0.938044,0.931008,0.873399,0.927868,0.938357,0.87601,0.797515,0.93917,0.96761,0.906796,0.942112,0.946964,0.941281,0.946933,0.885932,0.961238,0.898331,0.93772,0.935763,0.904433,0.945488,0.957114,0.828636,0.94815,0.923922,0.940941,0.969544,0.735795,0.915389,0.726783,0.932747,0.896039,0.947117,0.857052,0.876984,0.944907,0.967854,0.899775,0.903946,0.657431,0.938813,0.941717,0.952935,0.931655,0.955003
Marianne Dashwood,0.963439,0.985735,0.982427,0.980568,0.956737,0.979381,0.973333,0.970549,0.977889,0.971143,0.965002,0.968035,0.951495,0.990069,0.917003,0.973586,0.991962,0.978686,0.99515,0.975697,0.948563,0.986009,0.902274,0.975585,0.97598,0.975079,0.942912,0.971255,0.986254,0.977751,0.90156,0.987051,0.896905,0.971317,0.977704,0.893477,0.970787,0.965633,0.963652,0.979287,0.950681,0.972273,0.950028,0.991944,0.961192,0.927727,0.935746,0.966208,0.916219,0.939645,0.967126,0.988499,0.95634,0.916526,0.943939,1.0,0.818636,0.973488,0.961314,0.967533,0.911987,0.945233,0.956333,0.907772,0.823388,0.949945,0.96286,0.933216,0.974252,0.974577,0.924105,0.974797,0.919416,0.961525,0.918078,0.967077,0.970086,0.972645,0.96301,0.961882,0.871898,0.989956,0.933635,0.961099,0.970434,0.774684,0.902825,0.775915,0.984106,0.926594,0.966649,0.93454,0.889538,0.984482,0.963236,0.951916,0.912894,0.613076,0.985416,0.92123,0.9583,0.970886,0.948459
Mary Bennet,0.787776,0.808702,0.805382,0.798105,0.784071,0.797982,0.804003,0.813438,0.810796,0.808144,0.784646,0.802523,0.760167,0.796792,0.753342,0.811683,0.80358,0.801077,0.811801,0.809289,0.775775,0.808295,0.73238,0.810756,0.82135,0.803522,0.785833,0.797835,0.81133,0.813429,0.729609,0.806659,0.735178,0.805567,0.808319,0.751611,0.806231,0.794705,0.808377,0.805878,0.77082,0.794299,0.776123,0.80621,0.796773,0.754266,0.774917,0.805565,0.725702,0.76761,0.779343,0.809355,0.782247,0.730969,0.786956,0.818636,1.0,0.812696,0.782794,0.797763,0.742545,0.776205,0.787272,0.75198,0.655409,0.783912,0.815166,0.773067,0.788806,0.804717,0.77869,0.795158,0.743005,0.797429,0.764297,0.797661,0.781375,0.78399,0.797159,0.807117,0.735753,0.800103,0.784415,0.789483,0.806981,0.63389,0.747411,0.617862,0.809047,0.745128,0.794107,0.756388,0.730532,0.804268,0.7989,0.785913,0.781357,0.501181,0.794776,0.762609,0.795766,0.78583,0.784818
Mary Crawford,0.935197,0.979652,0.979823,0.959764,0.943599,0.956064,0.977792,0.978337,0.990848,0.981962,0.953823,0.973598,0.935203,0.954947,0.927357,0.987051,0.964239,0.977113,0.977985,0.985673,0.952753,0.978046,0.895744,0.992375,0.983581,0.969133,0.945488,0.967694,0.979113,0.980865,0.917234,0.968247,0.889423,0.988262,0.978974,0.896181,0.984074,0.96585,0.971505,0.971825,0.95148,0.958515,0.959287,0.964568,0.979038,0.951216,0.951252,0.969307,0.911002,0.944644,0.941023,0.965844,0.969566,0.884895,0.973379,0.973488,0.812696,1.0,0.962843,0.95834,0.907194,0.950837,0.962877,0.902082,0.825285,0.962179,0.988512,0.935859,0.970234,0.971871,0.958691,0.970398,0.911892,0.979016,0.927757,0.958652,0.956029,0.931984,0.968454,0.978379,0.851083,0.973596,0.942266,0.963176,0.990608,0.763401,0.931543,0.753605,0.963538,0.921397,0.966934,0.89048,0.897244,0.974632,0.987508,0.937246,0.929919,0.653886,0.965987,0.952632,0.971391,0.961143,0.971184
Mary Musgrove,0.921964,0.965172,0.979735,0.947974,0.952939,0.94814,0.971124,0.956519,0.966185,0.959849,0.960819,0.951164,0.926535,0.945035,0.904496,0.961498,0.952752,0.95798,0.966155,0.96469,0.951597,0.967323,0.895692,0.966085,0.960926,0.956399,0.927493,0.942845,0.966425,0.9549,0.896961,0.95771,0.901674,0.957543,0.955739,0.887383,0.960379,0.948026,0.953336,0.96042,0.938517,0.938102,0.939414,0.954971,0.950851,0.93672,0.924239,0.943216,0.907047,0.95986,0.933806,0.95328,0.946917,0.881418,0.938044,0.961314,0.782794,0.962843,1.0,0.953166,0.879359,0.940626,0.94888,0.885506,0.816405,0.950124,0.956297,0.932237,0.961069,0.961817,0.917834,0.947901,0.902684,0.956939,0.918721,0.949949,0.951813,0.923858,0.952009,0.949369,0.823474,0.963324,0.927137,0.951503,0.963164,0.761989,0.908074,0.757301,0.961135,0.915614,0.958096,0.885097,0.896963,0.95604,0.960476,0.938245,0.90272,0.662987,0.955604,0.927568,0.954332,0.973158,0.948185
Miss Bates,0.933945,0.973149,0.970054,0.973041,0.937033,0.956052,0.958767,0.96104,0.962587,0.95839,0.938477,0.957805,0.933654,0.958554,0.895258,0.959693,0.966295,0.95639,0.972403,0.962581,0.946765,0.983098,0.894889,0.962587,0.96254,0.980752,0.924141,0.950859,0.978182,0.957563,0.895105,0.977853,0.900318,0.954816,0.954828,0.902823,0.955192,0.950015,0.957731,0.979211,0.934826,0.950816,0.934105,0.967343,0.948254,0.92469,0.925502,0.944302,0.905358,0.943674,0.943372,0.964861,0.943696,0.8804,0.931008,0.967533,0.797763,0.95834,0.953166,1.0,0.88268,0.94082,0.939221,0.899365,0.789373,0.949932,0.953008,0.924095,0.971645,0.980798,0.905278,0.953617,0.918631,0.954909,0.910877,0.943394,0.952158,0.94423,0.957006,0.953868,0.829689,0.970783,0.935159,0.942129,0.961559,0.782041,0.894412,0.740424,0.963345,0.914006,0.97794,0.903175,0.918112,0.960739,0.955435,0.942881,0.897009,0.649983,0.963566,0.920307,0.956595,0.962262,0.943766
